City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Cayenne,4.9333,-52.3333,79.0,89,90,4.61,GF,1619298214
Kaliua,-5.0606,31.7936,67.03,88,57,3.91,TZ,1619298463
Pemangkat,1.1667,108.9667,78.46,83,69,5.08,ID,1619298463
Alindao,5.0267,21.2088,74.07,78,74,3.71,CF,1619298463
Ketchikan,55.3422,-131.6461,59.0,36,1,9.22,US,1619298464
Aborlan,9.4352,118.5492,77.74,84,81,3.8,PH,1619298464
Shubarshi,48.5872,57.1869,46.44,78,13,7.16,KZ,1619298464
Kirovskiy,45.0917,133.5136,34.3,65,68,4.99,RU,1619298465
Kangasala,61.4638,24.076,35.01,80,90,10.36,FI,1619298465
Kongolo,-5.3833,27.0,70.63,97,100,2.93,CD,1619298465
Chibombo,-14.6569,28.0706,62.01,76,52,4.72,ZM,1619298465
Bodden Town,19.2833,-81.25,86.0,66,20,8.05,KY,1619298466
Kibakwe,-6.7167,36.3667,64.42,96,79,3.31,TZ,1619298466
Athabasca,54.7169,-113.2854,42.8,33,76,5.75,CA,1619298354
Kang,-23.6752,22.7876,64.0,30,0,1.61,BW,1619298466
Peiting,47.8,10.9333,46.4,49,12,2.3,DE,1619298467
Morros,-9.4467,-46.3003,77.22,77,86,0.69,BR,1619298467
Brae,60.3964,-1.353,42.8,75,20,6.91,GB,1619298311
Amapá,1.0,-52.0,75.76,98,100,2.21,BR,1619298467
Kizilskoye,52.7255,58.8937,41.99,84,90,4.68,RU,1619298468
Itoman,26.1247,127.6694,66.2,88,20,9.22,JP,1619298468
Rancho Grande,-23.5057,-46.3585,80.6,78,40,6.91,BR,1619298468
Burē,10.7,37.0667,63.03,67,100,2.77,ET,1619298469
Yaan,7.3833,8.5667,79.99,74,78,7.92,NG,1619298469
Flinders,-34.5833,150.8552,53.01,83,0,1.01,AU,1619298469
Cabedelo,-6.9811,-34.8339,78.8,89,20,4.61,BR,1619298470
Port Lincoln,-34.7333,135.8667,57.31,71,0,2.64,AU,1619298470
Mubende,0.5606,31.39,61.32,98,86,2.13,UG,1619298470
Terney,45.0503,136.6092,37.42,54,2,7.85,RU,1619298470
Kita,13.0349,-9.4895,92.59,26,20,2.1,ML,1619298471
Beira,-19.8436,34.8389,71.6,88,0,8.72,MZ,1619298418
San Antonio,29.4241,-98.4936,93.2,19,1,12.66,US,1619298361
Kenora,49.8167,-94.4337,37.4,25,75,5.75,CA,1619298471
Shima,24.4478,117.8111,73.4,68,40,6.71,CN,1619298471
Lages,-27.8161,-50.3261,64.08,69,100,2.91,BR,1619298472
Wukari,7.85,9.7833,82.98,66,95,7.96,NG,1619298472
Katherine,-14.4667,132.2667,57.2,67,97,8.05,AU,1619298205
Oodweyne,9.4092,45.064,75.74,62,69,6.31,SO,1619298472
Redmond,47.674,-122.1215,48.99,94,100,5.73,US,1619298473
Waipawa,-41.4122,175.5153,54.0,100,6,3.44,NZ,1619298473
Oktyabr'skiy,54.4815,53.471,42.24,95,100,4.47,RU,1619298473
Dakar,14.6937,-17.4441,68.0,94,40,11.5,SN,1619298473
Amherst,41.3978,-82.2224,59.0,51,90,10.36,US,1619298237
Paamiut,61.994,-49.6678,39.63,74,100,8.39,GL,1619298474
Gillette,44.2911,-105.5022,52.0,54,1,19.57,US,1619298441
Ixtapa,20.7,-105.2,82.4,65,75,12.66,MX,1619298474
Nantucket,41.2835,-70.0995,53.6,62,1,17.27,US,1619298251
Goderich,43.7501,-81.7165,57.2,41,100,3.44,CA,1619298474
La Huaca,-4.9117,-80.96,80.6,61,0,18.41,PE,1619298475
Djebeniana,35.035,10.9081,64.4,52,20,12.66,TN,1619298475
Novyy Urgal,51.0736,132.5642,26.17,51,0,1.16,RU,1619298475
Mezen',65.8522,44.24,46.18,67,83,7.47,RU,1619298476
Pisco,-13.7,-76.2167,71.6,73,0,25.32,PE,1619298280
Lagoa,39.05,-27.9833,58.98,84,13,26.75,PT,1619298187
Hirado,33.3597,129.5531,62.01,71,20,11.92,JP,1619298476
Kutum,14.2,24.6667,81.18,15,91,10.4,SD,1619298476
Sesheke,-17.4759,24.2968,66.27,46,32,2.77,ZM,1619298337
Mwaro Province,-3.5,29.6667,56.1,94,100,3.09,BI,1619298477
Altay,47.8667,88.1167,23.41,56,46,6.44,CN,1619298477
Río Gallegos,-51.6226,-69.2181,57.2,47,0,3.44,AR,1619298477
Tambura,5.6,27.4667,68.67,96,100,3.62,SS,1619298368
Hirara,24.8,125.2833,71.2,77,51,19.73,JP,1619298478
Troutdale,45.5393,-122.3873,51.8,82,90,8.05,US,1619298478
Pāsighāt,28.0667,95.3333,70.74,46,57,5.08,IN,1619298478
Rio Tuba,8.5061,117.4317,79.32,81,44,5.3,PH,1619298479
Haines Junction,60.7522,-137.5108,51.8,24,23,5.75,CA,1619298479
Hofn,64.2539,-15.2082,46.31,89,100,6.04,IS,1619298327
Kesova Gora,57.5836,37.2922,34.75,97,100,16.17,RU,1619298479
Cabo San Lucas,22.8909,-109.9124,80.6,31,1,11.5,MX,1619298458
Planaltina,-15.4528,-47.6142,82.4,42,40,4.61,BR,1619298187
Turukhansk,65.8167,87.9833,30.9,99,100,4.47,RU,1619298341
Manyana,-23.4,21.7167,63.9,29,0,3.58,BW,1619298480
Znamensk,48.5842,45.7338,45.5,79,2,8.21,RU,1619298480
Kurayoshi,35.4333,133.8167,55.4,88,75,2.3,JP,1619298480
Yarkovo,57.4028,67.0786,41.7,55,100,7.02,RU,1619298481
Tura,25.5198,90.2201,74.7,36,100,3.33,IN,1619298481
Nemuro,43.3236,145.575,36.16,93,100,11.39,JP,1619298481
Laurel,39.0993,-76.8483,63.0,39,75,5.75,US,1619298482
Taltal,-25.4,-70.4833,64.99,72,29,5.32,CL,1619298482
Sehithwa,-20.4667,22.7167,66.43,27,0,6.53,BW,1619298482
El Campo,29.1966,-96.2697,88.0,28,1,17.27,US,1619298463
Kamenka,51.3223,42.7678,41.0,72,4,14.94,RU,1619298482
Kungurtug,50.5994,97.5228,16.38,92,16,1.92,RU,1619298483
Isla Mujeres,21.2311,-86.731,86.0,66,75,18.41,MX,1619298191
Mossamedes,-15.1961,12.1522,78.37,77,4,4.34,AO,1619298483
Bonavista,48.6499,-53.1147,46.4,57,94,11.5,CA,1619298483
Clyde River,70.4692,-68.5914,19.4,93,75,17.27,CA,1619298484
Balabac,7.9868,117.0645,80.15,81,88,5.97,PH,1619298484
Beidao,34.5686,105.8933,50.13,88,100,2.13,CN,1619298484
Waingapu,-9.6567,120.2641,75.92,84,8,7.18,ID,1619298485
Havelock,34.8791,-76.9013,66.99,77,90,8.05,US,1619298485
Chu,43.5983,73.7614,43.66,41,98,3.94,KZ,1619298485
Longyearbyen,78.2186,15.6401,24.8,74,75,5.75,SJ,1619298189
Celestún,20.8667,-90.4,87.21,60,39,10.69,MX,1619298486
San Quintín,30.4833,-115.95,64.31,66,47,18.59,MX,1619298486
Maralal,1.0968,36.698,59.9,88,98,6.98,KE,1619298486
Kikwit,-5.041,18.8162,70.99,89,96,1.74,CD,1619298487
Warragul,-38.1667,145.9333,50.0,95,60,1.01,AU,1619298487
Thabazimbi,-24.5917,27.4116,62.46,32,0,1.01,ZA,1619298487
Diego de Almagro,-26.3667,-70.05,66.96,42,0,9.17,CL,1619298487
Calvinia,-31.4707,19.776,66.6,37,45,0.56,ZA,1619298488
Sistranda,63.7256,8.834,33.8,93,20,9.22,NO,1619298488
Jutaí,-5.1833,-68.9,85.82,69,29,2.39,BR,1619298488
Broome,42.2506,-75.833,64.99,29,1,6.91,US,1619298489
Lakefield,43.6775,-95.1717,51.01,29,1,17.27,US,1619298489
Hatillo,18.4863,-66.8254,84.99,73,75,4.61,PR,1619298489
Krasnofarfornyy,59.1364,31.8502,33.3,79,100,3.98,RU,1619298489
Cañon City,38.441,-105.2424,70.0,21,1,10.36,US,1619298490
Port Hedland,-20.3167,118.5667,66.2,55,0,5.75,AU,1619298490
Mitrofanovka,49.9708,39.6939,38.57,62,92,11.77,RU,1619298490
Zhangye,38.9342,100.4517,48.54,43,100,6.44,CN,1619298223
Atyrau,47.1167,51.8833,51.8,100,9,8.95,KZ,1619298491
Mengcheng,33.2579,116.5655,54.86,85,100,7.87,CN,1619298491
Rahā,26.2333,92.5167,74.91,31,49,5.68,IN,1619298491
Isiro,2.7739,27.616,66.61,99,100,1.77,CD,1619298491
Tres Arroyos,-38.3739,-60.2798,58.66,68,27,12.55,AR,1619298492
Chapais,49.7834,-74.8492,48.2,43,1,12.66,CA,1619298309
Frontera,26.9333,-101.45,89.1,9,1,5.03,MX,1619298492
Catió,11.2833,-15.25,78.3,65,6,12.33,GW,1619298492
Bako,5.7833,36.5667,62.58,92,92,4.32,ET,1619298493
Buenos Aires,-34.6132,-58.3772,71.6,53,40,8.05,AR,1619298375
Husavik,66.0449,-17.3389,46.4,81,0,5.75,IS,1619298295
Madang,-5.2246,145.7966,76.32,88,56,1.74,PG,1619298493
Praia,14.9215,-23.5087,71.6,68,20,17.27,CV,1619298493
Pyshchug,58.8873,45.7134,43.66,83,100,9.89,RU,1619298494
Spearfish,44.4908,-103.8594,55.0,50,1,10.36,US,1619298494
Caniço,32.6333,-16.85,62.6,67,40,3.44,PT,1619298494
Chimbote,-9.0853,-78.5783,70.54,77,14,11.59,PE,1619298495
Pakenham,-38.0667,145.4833,53.01,94,41,4.41,AU,1619298495
Kokoda,-8.8785,147.7407,74.77,96,93,0.87,PG,1619298495
Valença,-13.3703,-39.0731,75.99,88,19,3.49,BR,1619298222
Geraldton,-28.7667,114.6,57.2,94,47,8.05,AU,1619298496
Ziro,27.6333,93.8333,49.71,76,79,2.98,IN,1619298496
Khovd,48.0056,91.6419,24.78,22,28,10.94,MN,1619298249
Meulaboh,4.1363,96.1285,75.43,86,100,3.06,ID,1619298496
Sorong,-0.8833,131.25,78.6,85,70,7.09,ID,1619298497
Jackson,42.4165,-122.8345,59.0,62,75,10.36,US,1619298494
Honiara,-9.4333,159.95,81.3,78,71,2.15,SB,1619298497
Plettenberg Bay,-34.0527,23.3716,61.5,91,73,3.87,ZA,1619298497
Riyadh,24.6877,46.7219,82.4,18,0,7.09,SA,1619298498
Empalme,27.9667,-110.8167,91.99,57,20,23.02,MX,1619298330
Konstantinovka,49.6167,127.9833,36.45,63,4,10.98,RU,1619298498
Turan,16.0678,108.2208,78.8,94,20,1.14,VN,1619298498
Tonantins,-2.8731,-67.8022,80.42,92,94,1.88,BR,1619298499
Kitui,-1.367,38.0106,67.69,74,100,2.44,KE,1619298499
Kailua,21.4022,-157.7394,82.4,69,40,14.97,US,1619298499
Yibin,28.7667,104.6238,65.23,91,100,6.73,CN,1619298499
Claveria,18.6074,121.0832,73.4,80,20,4.92,PH,1619298500
Aksu,41.1231,80.2644,54.52,32,37,4.83,CN,1619298500
Shakawe,-18.3667,21.85,69.76,36,89,3.6,BW,1619298500
Teahupoo,-17.8333,-149.2667,86.0,70,75,10.36,PF,1619298342
Zhumadian,32.9794,114.0294,54.12,90,100,8.9,CN,1619298501
Mukhen,48.1,136.1,31.71,79,94,5.41,RU,1619298501
Murray Bridge,-35.1167,139.2667,53.01,92,13,4.52,AU,1619298501
Naryan-Mar,67.6713,53.087,37.53,88,99,10.04,RU,1619298502
Belyy,55.8402,32.9419,32.88,81,22,8.34,RU,1619298502
Sola,-13.8833,167.55,82.8,76,100,17.31,VU,1619298502
Basoko,1.2391,23.616,72.81,93,99,3.71,CD,1619298502
Yar-Sale,66.8333,70.8333,26.69,96,72,4.0,RU,1619298503
Kirakira,-10.4544,161.9205,80.13,81,100,5.14,SB,1619298503
Umluj,25.0213,37.2685,84.65,43,0,2.48,SA,1619298503
Saint-Joseph,-21.3667,55.6167,77.0,83,75,25.32,RE,1619298504
Burnie,-41.0667,145.9167,46.99,90,24,3.0,AU,1619298504
Batemans Bay,-35.7167,150.1833,48.99,93,56,4.16,AU,1619298504
West Helena,34.5507,-90.6418,60.8,100,97,24.16,US,1619298504
Pilar,-9.5972,-35.9567,78.8,83,0,6.91,BR,1619298505
West Plains,36.7281,-91.8524,57.99,82,90,10.36,US,1619298505
Santa Cruz de la Sierra,-17.8,-63.1667,68.0,94,75,2.3,BO,1619298505
Alofi,-19.0595,-169.9187,82.4,83,64,5.75,NU,1619298505
Gisborne,-38.6533,178.0042,57.0,81,5,3.0,NZ,1619298506
Zyryanka,65.75,150.85,15.3,88,99,4.7,RU,1619298506
Pangkalanbuun,-2.6833,111.6167,73.96,91,77,1.7,ID,1619298506
Baijiantan,45.6333,85.1833,42.4,32,0,4.18,CN,1619298507
Andra,62.5147,65.8878,40.3,89,100,5.28,RU,1619298507
Quatre Cocos,-20.2078,57.7625,79.0,83,75,14.97,MU,1619298507
Kaeo,-35.1,173.7833,59.0,92,13,1.01,NZ,1619298507
Burlington,39.8835,-74.6413,66.99,27,20,14.97,US,1619298508
Tchaourou,8.8865,2.5975,76.21,87,100,10.4,BJ,1619298508
